ObjectID;Product (EN);Studio;Vitrine;Position;Brand;Model/Type;Colour;Colour 2;Designer;Year;Era;Country;Technische Beschrijving;Location (studio-vitrine-product);Origin;Photo;Conditie;Opslag (asbest etc.);Drawing Topics;;
DDP-0281;Toy car;2;5;2;Jukka;Wooden Bus;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;Features a functional, highly reduced geometric form intended to spur a child's imagination. It uses local Finnish blonde birchwood left completely unpainted or finished with a clear, non-toxic oil.;2-5-2;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0282;Toy car;2;5;2;Jukka;Wooden Delivery Truck ;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;"This toy embodies the mid-century Nordic ""open-ended play"" philosophy. It features an entirely unvarnished, solid birch wood construction held together by metal rivets on the wheel axels. The structural layout uses minimalist geometric components, including a separate brick cabin block and an interchangeable peg doll slot designed to foster early spatial intelligence and fine motor coordination.";2-5-2;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0283;Toy car;2;5;2;Jukka;Wooden Locomotive;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;This toy embodies Finnish minimalist design principles. Following mid-century psychological design movements, it intentionally uses reduced geometric forms. This durable, non-toxic item leaves room for a child's imagination and creativity rather than overstimulating them with intricate, realistic details.;2-5-2;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0284;Toy car;2;5;3;Jukka;Wooden Passenger Bus;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;Classic Nordic design crafted from robust solid wood, featuring removable wooden peg people, rolling wheels fixed with metal pins, and a pull-along hitch mechanism at the front.;2-5-3;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0286;Toy car;2;5;3;Jukka; ;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;Built using solid wood pieces assembled with dowels, wood glue, and simple metal pins for the axles. Features functional sliding wooden doors on the sides and small cylindrical pegs on top.;2-5-3;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0287;Toy aeroplane;2;5;4;Playsam;Black Jetliner SAS/Air de Cologne Special Edition;Black;;Ulf Hanses;1990;Postmodern;Sweden;This iconic executive wooden toy features a minimalist aerodynamic silhouette and a high-gloss lacquer finish. It is part of the Swedish design archive and represents the brand's philosophy of creating sleek, timeless Scandinavian design classics.;2-5-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0288;Toy car;2;5;4;Unknown;Homemade Wooden Train Carriage;Wood;;Unknown;;;;This home-crafted vintage toy carriage is a hand-built piece constructed from soft pinewood. Its has a geometric, blocky timber frame, and uses simple off-the-shelf dowels and button-axle wheels built for functional play.;2-5-4;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0289;Toy car;2;5;5;Jukka;Wooden Tipper Truck;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;"This iconic Scandinavian toy is crafted entirely from premium, sustainably sourced unpainted Finnish birch wood. It features a functional tipping cargo bed, metal pins for the wheel axles, and a characteristically minimalist open cab designed to house simple turned wood peg dolls. Authentic vintage pieces feature a distinct hot-stamped maker's mark on the bottom showing a smiling Finnish boy next to the ""Made in Finland"" text.";2-5-5;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0290;Toy cart (2x);2;5;6;Jukka;Steamroller;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;Handcrafted from solid, untreated birch wood with iconic front metal rivets and clean geometric construction.;2-5-6;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0291;Toy car;2;5;7;Jukka;Wooden Tipper Truck;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;Crafted from premium solid Nordic birch wood, this truck exemplifies classic mid-century Waldorf/Montessori aesthetic principles. It intentionally avoids bright paint or complicated details to encourage imaginative open-ended play, letting children focus purely on raw shapes, weight, and textures.;2-5-7;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0292;Toy car (2x);2;5;8;Jukka;Wooden Train Carriage;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;These wagons exemplify minimalist Nordic toy design, emphasising durability and tactile learning. They are constructed using untreated, premium solid birch wood and feature a signature side-sliding door panel, a single-pin peg coupling assembly, and modular cylindrical details on the roofs.;2-5-8;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0293;Toy car;2;5;4;Jukka;Wooden Tipper Truck;Wood;;Juho Jussila Oy;1970;Late Modern;Finland;"This iconic Scandinavian toy is crafted entirely from premium, sustainably sourced unpainted Finnish birch wood. It features a functional tipping cargo bed, metal pins for the wheel axles, and a characteristically minimalist open cab designed to house simple turned wood peg dolls. Authentic vintage pieces feature a distinct hot-stamped maker's mark on the bottom showing a smiling Finnish boy next to the ""Made in Finland"" text.";2-5-4;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces";;
DDP-0294;Clock radio;2;6;1;Audio Sonic;Dual Alarm Space Saving Clock Radion (CL-435);Purple;Silver;Unknown;2005;Digital Era;Japan;The CL-435 configuration utilizes a block-oriented, low-profile landscape arrangement meant for bedside or office tables. It is notable for its textured fabric speaker wings framing a metallic plastic faceplate, a spherical central analog-style tuning dial, and secondary circular push-buttons.;2-6-1;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces; Chrome";;
DDP-0295;Portable radio;2;6;1;Philips ;Portable 4 Band. Radio 680;Black;Silver;Unknown;1980;Late Modern;Austria;This portable radio represents typical late 1970s and early 1980s European consumer electronics design. It features a functional, structured layout with a high-contrast division between the speaker grille and the dial interface. The aesthetics lean heavily into utilitarian minimalism, moving away from the wood-grain finishes of the 1970s towards a technical, modern look dominated by dark plastics and chrome trim.;2-6-1;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Matt Surfaces";;
DDP-0296;Portable radio;2;6;1;Telefunken;4 Band. Radio PR 11E;White;Yellow;Unknown;1985;Late Modern;Germany;It features a 'Memphis-style' aesthetic, popularised in the mid-1980s. It uses a stark white body contrasted with primary-coloured functional accents (yellow and blue knobs) and bold graphic typography.;2-6-1;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Matt Surfaces; Glossy Surfaces";;
DDP-0297;Clock radio;2;6;2;Cosmel;Electronic Digital Alarm Clock C366;Black;Blue;Unknown;1980;Late Modern;Taiwan;The design is characterized by an ultra-low profile profile typical of early-1980s bedside tech. It breaks away from the faux-wood finishes of the 1970s by embracing a matte charcoal-black polymer aesthetic. The front panel features a continuous glass-emulating dark acrylic display segment split cleanly between active and static information readout zones.;2-6-2;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Matt Surfaces; Glossy Surfaces";;
DDP-0298;Clock radio;2;6;2;Aristona;Electronic Clock Radio SX7180/13;Brown;Black;Unknown;1975;Late Modern;Netherlands;This model features a distinct horizontal format, specific to the SX7180 series shared across sister brands like Hornyphon and Phonola. It integrates a bright red LED display alongside a flat-scrolling linear radio dial. ;2-6-2;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces; Chrome";;
DDP-0299;Headphones;2;6;3;Frontech;Wireless Infrared Stereo Headphones IR300;Black;Yellow;Unknown;1985;Late Modern;West Germany;Features a high-contrast dark plastic structural housing countered with bright yellow open-cell foam earpads, an adjustable stainless-steel wire band, a prominent integrated red infrared receiver dome, a volume scroll wheel, and a sliding function selector toggle (MONO / SSA). ;2-6-3;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Cylindrical Shapes; Matt Surfaces; Chrome";;
DDP-0300;Headphones;2;6;3;Alpha Electronics;Stereo Wires Headphones SDH-7;Grey;Black;Unknown;1975;Late Modern;Japan;This model features an open-girder dual metal headband, adjustable black plastic anchor blocks, and injection-moulded plastic earcups housing internal dynamic drivers.;2-6-3;Unknown;Picture;Slecht;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0301;Headphones;2;6;4;Harvard (solid state);AM Radio Headphones HDR-111;Red;Black;Unknown;1980;Late Modern;China;This is a vintage, self-contained solid-state AM radio headset. It functions as personal entertainment headphones rather than industrial hearing protection, mimicking the bulky form factor of contemporary aviation or industrial ear defenders.;2-6-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Multiple Rounding; Glossy Surfaces";;
DDP-0302;Headphones;2;6;4;Swiss Peak;V2 Wireless Headphones;Silver;Black;Unknown;2018;Digital Era;Netherlands;This product is a minimalist, wireless on-ear headset featuring an adjustable headband, padded faux-leather ear cushions, and prominent cylindrical outer earcups constructed with premium matte brushed-aluminium housing.;2-6-4;Unknown;Picture;Goed;;"Cylindrical Shapes; Singular Rounding; Multiple Rounding; Matt Surfaces";;
DDP-0303;Mobile phone;2;6;5;Ericsson;T10;Pink;Black;Richard Lindahl;1999;Postmodern;Sweden;"Part of the ""Fun"" product segment targeting younger consumers with a vibrant palette, featuring a prominent stubby external antenna and a signature active flip cover that protects the keypad and ends calls when closed.";2-6-5;Unknown;Picture;Redelijk;;"Block Shapes; Cylindrical Shapes; Multiple Rounding; Matt Surfaces";;
DDP-0304;Mobile phone;2;6;5;Motorola;StarTAC;Silver;Grey;Albert Nagele;2000;Digital Era;U.S.A.;"This design represents the early 2000s transition from the original black 1990s StarTAC to a premium, futuristic ""silver/metallic"" aesthetic. It featured a highly compact clamshell (flip) mechanism and was the first series to implement a multi-colour electroluminescent/OLED display.";2-6-5;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Singular Rounding; Multiple Rounding";;
DDP-0305;Mobile phone;2;6;5;Motorola;CD920;Black;Silver;Albert Nagele;1998;Postmodern;U.S.A.;Features an ergonomically curved body shape and a signature active flip-cover protecting the keypad.;2-6-5;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Singular Rounding; Multiple Rounding";;
DDP-0306;Mobile phone;2;6;5;Motorola;V50;Blue;Grey;Unknown;2000;Digital Era;U.S.A.;It was developed as a hyper-compact, premium successor to the famous StarTAC line. At its launch, it was celebrated as one of the smallest and lightest mobile phones globally, making the flip mechanism a luxury fashion statement.;2-6-5;Unknown;Picture;Goed;;"Block Shapes; Cylindrical Shapes; Multiple Rounding";;
DDP-0307;Mobile phone;2;6;5;Nokia;7600;Brown;White;Tej Chauhan;2003;Digital Era;Finland;Known internally during development as project Mango. It was a radical 'fashion' phone shaped like a teardrop or leaf. It aimed to encourage two-handed texting with its split key layout.;2-6-5;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0308;Mobile phone;2;6;5;Nokia;3210;Blue;Silver;Alastair Curtis;1999;Postmodern;Finland;This model features a distinctive internal antenna, smooth organic contours, and a customizable 'Xpress-on' fascia.;2-6-5;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0309;Mobile phone;2;6;5;Sony Ericsson;K700i;Grey;Silver;Unknown;2004;Digital Era;Sweden;The concept relied on a 'dual-front' layout. Held vertically, it featured the traditional layout of a premium candybar mobile phone. Turned horizontally, the back side mirrored the user interface and physical appearance of a dedicated point-and-shoot digital camera, aiming to bridge the gap between communication and mobile multimedia.;2-6-5;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Glossy Surfaces";;
DDP-0310;Mobile phone;2;6;5;Siemens;C55;Blue;Silver;Unknown;2002;Digital Era;Germany;This model was the pioneer of the Siemens x55 generation, introducing a slimmed-down physical profile, unified circular control keys, and interchangeable 'CLIPit' front and back covers.;2-6-5;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0311;Mobile phone;2;6;5;Motorola;RAZR V3;Silver;Grey;"Chris Arnholt; Paul Pierce";2004;Digital Era;U.S.A.;"It features an ultra-slim clamshell profile (13.9 mm thick) crafted out of an aircraft-grade anodised aluminium housing. It also includes a distinctive ""chin"" at the bottom to house the antenna and a unique chemically etched nickel-plated copper alloy keypad.";2-6-5;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0312;Mobile phone;2;6;6;Nokia;9210 Communicator;Silver;Grey;Unknown;2000;Digital Era;Finland;This brick-like phone features a dual-form factor design. It functions as a standard mobile phone on the outside but splits open horizontally along a rugged mechanical hinge to reveal a full QWERTY keyboard and an internal colour display.;2-6-6;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Multiple Rounding";;
DDP-0313;Digital camera;2;6;4;Sony;Cyber-shot DSC-P51;Silver;Grey;Unknown;2002;Digital Era;Japan;This model belongs to Sony's early compact 'P-series' digital camera line. It features a distinctively long, rounded, pocketable candy-bar body shape. This specific profile was engineered around the placement of internal AA battery chambers and the horizontal layout of early digital sensors.;2-6-4;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Multiple Rounding; Matt Surfaces; Chrome";;
DDP-0314;Clock radio;2;6;6;Universum;UR-200;Blue;Yellow;Unknown;1995;Postmodern;Germany;This product heavily embodies 1990s Memphis-inspired industrial design aimed at children. It features a distinct playful primary-colour palette (bold blue body, red speaker grille, and contrasting yellow structural buttons). The prominent white dome on top serves as an integrated night light/wake-up light.;2-6-6;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0315;Portable CD player;2;6;8;Memorex;CD-3100;Black;Multi;Unknown;1987;Late Modern;U.S.A.;A classic early-generation Discman-style design featuring flat tactile controls, a brushed metallic interface plate accents, and a highly angular, technological aesthetic typical of late-1980s portable audio gear.;2-6-8;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Matt Surfaces";;
DDP-0316;Cassette player;2;6;8;Philips ;D6607 Moving Sound;Green;Black;Unknown;1986;Late Modern;Netherlands;Part of Philips' iconic 'Moving Sound' campaign launched in the mid-1980s, this unit targeting teenagers features a distinct brightly coloured plastic chassis, utilitarian grey mechanical buttons, and a massive smoky transparent plastic cover designed to let users watch the cassette tape reels spin inside.;2-6-8;Unknown;Picture;Redelijk;;"Block Shapes; Singular Rounding; Multiple Rounding; Glossy Surfaces";;
DDP-0317;Cassette player;2;6;8;Audio Sonic;CT141F;White;Black;Unknown;1985;Late Modern;Netherlands;A budget-friendly, mass-market personal stereo characterized by bold, geometric graphic overlays. It employs striking diagonal colour blocks, dynamic speed lines over the faux speaker grille, and oversized typography typical of affordable European youth electronics from the late eighties.;2-6-8;Unknown;Picture;Goed;;"Block Shapes; Singular Rounding; Glossy Surfaces";;
DDP-0318;Cassette player;2;6;8;Ohayo;SPC 344 Bass Boost;Black;;Unknown;1990;Postmodern;China;A budget-conscious personal stereo featuring a minimalist satin-black plastic housing. It foregoes complex graphic lines in favour of elegant gold-and-blue typography and a stylized, sweeping V-shaped clear viewing window on the cassette door to monitor tape progression.;2-6-8;Unknown;Picture;Goed;;"Block Shapes; Multiple Rounding; Matt Surfaces";;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
